                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.0372,                0.87083,                 1.2223,                0.87442,                0.86251,                0.88453,                0.59365,                 1.0612,                0.77558,                 1.1114,             0.00045107,             0.00045107,             0.00045107
                     33,                 1.0764,                0.84292,                 1.2154,                0.84325,                0.88571,                0.89137,                0.59545,                 1.0608,                0.76503,                 1.1105,             0.00042907,             0.00042907,             0.00042907
                     34,                 1.0727,                 0.8467,                 1.1935,                0.84227,                    0.9,                0.89565,                0.61125,                 1.0279,                0.77469,                  1.099,             0.00040707,             0.00040707,             0.00040707
                     35,                 1.0679,                0.86666,                 1.2188,                0.86655,                0.88168,                0.89491,                0.61884,                 1.0108,                0.77635,                 1.1092,             0.00038507,             0.00038507,             0.00038507
                     36,                 1.0303,                0.79826,                  1.177,                 0.8538,                0.87471,                0.90617,                0.60311,                 1.0148,                0.76378,                   1.12,             0.00036307,             0.00036307,             0.00036307
                     37,                 1.0037,                 0.8034,                 1.1851,                0.85676,                0.87426,                0.90737,                0.59423,                0.99601,                0.74581,                 1.1052,             0.00034108,             0.00034108,             0.00034108
                     38,                0.98396,                0.78701,                 1.1765,                0.87609,                0.87143,                0.91087,                0.60561,                 0.9877,                0.74803,                 1.1058,             0.00031908,             0.00031908,             0.00031908
                     39,                 1.0184,                0.76175,                 1.1866,                0.86598,                0.87143,                  0.903,                0.59762,                0.98349,                0.74166,                 1.0971,             0.00029708,             0.00029708,             0.00029708
                     40,                 1.0142,                0.77023,                 1.2034,                0.86532,                0.87176,                0.90351,                0.60753,                0.98236,                0.72485,                 1.0983,             0.00027508,             0.00027508,             0.00027508
                     41,                 1.0759,                0.87052,                 1.1879,                0.84126,                0.88571,                0.88853,                0.60008,                0.97643,                0.71993,                  1.094,             0.00025309,             0.00025309,             0.00025309
                     42,                 0.9961,                0.75885,                 1.1578,                0.87623,                0.87143,                0.90439,                 0.6265,                0.95334,                0.71992,                 1.0872,             0.00023109,             0.00023109,             0.00023109
                     43,                 1.0193,                0.82625,                 1.1567,                0.89243,                0.87401,                0.91145,                0.63026,                0.94178,                0.72752,                  1.079,             0.00020909,             0.00020909,             0.00020909
                     44,                 1.0136,                0.77094,                 1.1641,                0.88426,                0.86248,                0.88707,                0.63079,                0.93101,                0.73091,                 1.0748,             0.00018709,             0.00018709,             0.00018709
                     45,                 1.0178,                0.78481,                  1.188,                0.91723,                0.86618,                0.91848,                 0.6379,                0.92295,                0.72368,                 1.0709,             0.00016509,             0.00016509,             0.00016509
                     46,                 0.9769,                0.76416,                 1.1829,                0.92525,                0.86697,                0.92461,                0.64482,                0.90793,                0.72306,                 1.0587,              0.0001431,              0.0001431,              0.0001431
                     47,                0.99156,                0.75914,                 1.2007,                0.88418,                0.85345,                0.89486,                0.64016,                0.90103,                0.71823,                 1.0559,              0.0001211,              0.0001211,              0.0001211
                     48,                0.97646,                0.75104,                 1.1589,                0.89511,                0.85364,                0.89444,                0.63338,                0.89635,                0.71519,                 1.0501,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     49,                0.97664,                0.73009,                 1.1437,                0.89364,                 0.8532,                0.89828,                0.63059,                0.89988,                0.71929,                 1.0496,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     50,                0.99559,                0.77271,                 1.1627,                0.90844,                 0.8654,                 0.8991,                0.63373,                0.90454,                0.72084,                 1.0524,             5.5106e-05,             5.5106e-05,             5.5106e-05
