                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.2539,                0.99702,                  1.337,                0.75681,                0.81184,                0.81321,                0.54331,                 1.1442,                 1.3874,                 1.1887,              0.0010984,              0.0010984,              0.0010984
                     26,                 1.2241,                 1.0009,                 1.3815,                 0.7733,                0.84286,                0.83486,                0.56091,                 1.1262,                 1.1114,                  1.182,              0.0010978,              0.0010978,              0.0010978
                     27,                 1.2054,                0.97319,                 1.3511,                0.75801,                0.78571,                0.83352,                0.56237,                 1.1147,                 1.1895,                 1.1797,              0.0010973,              0.0010973,              0.0010973
                     28,                 1.2104,                 1.0001,                 1.3435,                0.74805,                0.82857,                0.84181,                0.56705,                  1.154,                 1.2729,                 1.1965,              0.0010967,              0.0010967,              0.0010967
                     29,                 1.1665,                0.97671,                 1.3258,                0.84192,                0.84415,                0.86597,                0.58475,                 1.1079,                 1.2371,                 1.1692,              0.0010962,              0.0010962,              0.0010962
                     30,                 1.2023,                0.96125,                 1.2973,                 0.8358,                0.80053,                0.84212,                0.57785,                 1.0802,                   1.28,                 1.1181,              0.0010956,              0.0010956,              0.0010956
                     31,                 1.1368,                0.90245,                 1.2785,                0.86363,                0.80707,                0.84847,                0.56989,                 1.0378,                 1.1168,                 1.1014,              0.0010951,              0.0010951,              0.0010951
                     32,                 1.1197,                0.96402,                 1.2939,                0.78012,                0.82993,                0.84152,                0.58425,                 1.0072,                 1.0446,                 1.0893,              0.0010945,              0.0010945,              0.0010945
                     33,                 1.1894,                0.95023,                 1.2985,                0.72452,                0.84973,                 0.8467,                0.57941,                 1.0383,                 1.1064,                 1.1031,               0.001094,               0.001094,               0.001094
                     34,                 1.1213,                0.88957,                 1.2627,                0.81393,                0.82221,                 0.8436,                0.57319,                 1.0869,                 1.3415,                 1.1289,              0.0010934,              0.0010934,              0.0010934
                     35,                 1.1535,                0.89746,                 1.2852,                0.78995,                0.81678,                0.84368,                0.57686,                 1.0801,                 1.2742,                 1.1363,              0.0010929,              0.0010929,              0.0010929
                     36,                   1.08,                0.88146,                 1.2524,                0.83929,                0.81929,                0.84818,                0.59071,                 1.0357,                 1.1377,                 1.1081,              0.0010923,              0.0010923,              0.0010923
                     37,                 1.1119,                0.89539,                  1.286,                0.84004,                0.84629,                0.85238,                 0.5937,                 1.0218,                 1.0425,                 1.0967,              0.0010918,              0.0010918,              0.0010918
                     38,                 1.1005,                0.86287,                 1.2509,                0.78414,                0.83206,                 0.8331,                0.58636,                 1.0562,                 1.1883,                 1.1149,              0.0010912,              0.0010912,              0.0010912
                     39,                 1.0586,                0.86237,                 1.2647,                0.74481,                0.82325,                0.82727,                0.56651,                 1.0815,                 1.2947,                 1.1505,              0.0010907,              0.0010907,              0.0010907
                     40,                 1.1022,                0.86427,                 1.2487,                0.76859,                0.85733,                0.82837,                0.58082,                  1.087,                 1.2606,                 1.1725,              0.0010901,              0.0010901,              0.0010901
                     41,                 1.0782,                0.85732,                 1.2772,                 0.7608,                0.87335,                0.80695,                0.56521,                 1.0712,                 1.3056,                 1.1621,              0.0010896,              0.0010896,              0.0010896
                     42,                 1.1196,                0.89258,                 1.2774,                0.76254,                0.89319,                0.84204,                0.57121,                  1.037,                 1.1613,                 1.1135,               0.001089,               0.001089,               0.001089
                     43,                 1.0964,                 0.8514,                 1.2857,                0.82955,                0.79874,                0.83136,                 0.5779,                0.98497,                 1.1303,                 1.0834,              0.0010885,              0.0010885,              0.0010885
                     44,                 1.0667,                0.85762,                 1.2518,                0.84981,                0.83028,                0.84201,                0.60765,                0.98219,                 1.1602,                 1.0827,              0.0010879,              0.0010879,              0.0010879
                     45,                 1.0832,                0.83406,                 1.2286,                0.76778,                0.88574,                0.83562,                 0.5879,                 1.0193,                 1.3023,                 1.1108,              0.0010874,              0.0010874,              0.0010874
                     46,                 1.0492,                0.81835,                 1.2347,                  0.768,                0.91535,                0.84902,                0.59523,                 1.0186,                 1.3113,                 1.1152,              0.0010868,              0.0010868,              0.0010868
                     47,                 1.0087,                0.78837,                 1.2306,                0.84132,                0.91482,                0.89831,                0.59852,                 1.0413,                 1.2154,                 1.1223,              0.0010863,              0.0010863,              0.0010863
                     48,                 1.0248,                0.80887,                 1.2307,                0.91577,                0.86585,                0.90983,                0.59416,                   1.05,                 1.0319,                 1.1295,              0.0010857,              0.0010857,              0.0010857
                     49,                 1.0144,                0.77639,                 1.2184,                0.87312,                0.89307,                0.89432,                0.59872,                 1.0145,                0.98206,                 1.1047,              0.0010852,              0.0010852,              0.0010852
                     50,                 1.0399,                0.81855,                  1.224,                0.85383,                0.88005,                0.86247,                0.61467,                 0.9598,                0.90946,                 1.0817,              0.0010846,              0.0010846,              0.0010846
                     51,                 1.0234,                0.77822,                 1.2277,                0.90163,                0.87365,                0.88254,                 0.6335,                0.94245,                0.98122,                 1.0701,              0.0010841,              0.0010841,              0.0010841
                     52,                0.96806,                0.77693,                 1.2153,                0.86478,                0.85286,                0.83908,                0.62078,                0.94483,                 1.0499,                 1.0795,              0.0010835,              0.0010835,              0.0010835
                     53,                 1.0435,                0.81377,                 1.2275,                0.81966,                0.84616,                0.85457,                0.62099,                0.98415,                 1.1903,                 1.0936,               0.001083,               0.001083,               0.001083
                     54,                 1.0015,                  0.759,                 1.2025,                0.81966,                0.84616,                0.85457,                0.62099,                0.98415,                 1.1903,                 1.0936,              0.0010824,              0.0010824,              0.0010824
                     55,                 1.0292,                 0.7949,                 1.1805,                0.79484,                0.86439,                0.88377,                0.61548,                 1.0509,                 1.2945,                 1.1314,              0.0010819,              0.0010819,              0.0010819
                     56,                 1.1394,                0.86456,                 1.2573,                0.77291,                0.88361,                0.89359,                0.59689,                 1.1052,                 1.4851,                 1.1586,              0.0010813,              0.0010813,              0.0010813
                     57,                 1.1837,                0.87155,                 1.2882,                0.70034,                0.83889,                0.86518,                0.57571,                 1.1536,                 1.4354,                 1.1758,              0.0010808,              0.0010808,              0.0010808
                     58,                 1.2405,                0.94715,                 1.2995,                0.77587,                0.83429,                0.87121,                0.57147,                 1.1674,                 1.3336,                  1.181,              0.0010802,              0.0010802,              0.0010802
                     59,                 1.1977,                0.92704,                 1.3126,                0.77701,                0.85714,                0.87589,                0.58821,                 1.1266,                 1.2101,                 1.1816,              0.0010797,              0.0010797,              0.0010797
                     60,                 1.2262,                 0.9392,                 1.3004,                0.83843,                0.82857,                 0.8958,                0.59371,                  1.122,                 1.0723,                 1.1927,              0.0010791,              0.0010791,              0.0010791
                     61,                 1.2081,                0.94247,                 1.2866,                0.77232,                0.82857,                0.84427,                0.54698,                 1.1844,                 1.1196,                 1.2329,              0.0010786,              0.0010786,              0.0010786
                     62,                 1.2519,                 0.9737,                 1.3546,                0.76576,                0.77143,                0.81978,                0.51157,                 1.2743,                 1.2438,                 1.2906,               0.001078,               0.001078,               0.001078
                     63,                 1.2582,                0.93134,                 1.3477,                 0.7472,                0.79955,                0.83237,                0.51717,                 1.3702,                 1.2038,                 1.3556,              0.0010775,              0.0010775,              0.0010775
                     64,                 1.2715,                0.97399,                 1.3451,                0.75597,                0.82857,                0.84289,                0.51294,                 1.3427,                 1.2669,                 1.3653,              0.0010769,              0.0010769,              0.0010769
                     65,                 1.2474,                0.96658,                  1.321,                0.68535,                0.81486,                0.84429,                0.51239,                 1.4142,                 1.4815,                 1.4053,              0.0010764,              0.0010764,              0.0010764
                     66,                 1.1948,                0.92875,                  1.296,                0.69246,                0.86126,                0.86505,                0.52222,                 1.2824,                 1.5442,                 1.2956,              0.0010758,              0.0010758,              0.0010758
                     67,                   1.16,                0.90348,                 1.2469,                0.86275,                0.81799,                0.88569,                0.54506,                  1.261,                 1.3781,                  1.267,              0.0010753,              0.0010753,              0.0010753
                     68,                 1.1801,                0.92361,                 1.2957,                0.81766,                0.83545,                0.87241,                0.55626,                 1.2284,                 1.2733,                 1.2288,              0.0010747,              0.0010747,              0.0010747
                     69,                 1.1814,                0.90277,                 1.2832,                0.73424,                0.79795,                0.85639,                0.55307,                 1.3011,                 1.3838,                 1.2701,              0.0010742,              0.0010742,              0.0010742
                     70,                  1.176,                0.93349,                 1.2917,                0.78556,                0.79608,                0.82979,                0.56618,                 1.2215,                 1.1643,                 1.2272,              0.0010736,              0.0010736,              0.0010736
                     71,                 1.1762,                0.89249,                 1.2833,                0.83813,                0.80857,                0.83807,                0.56779,                 1.2024,                 1.1091,                 1.2116,              0.0010731,              0.0010731,              0.0010731
                     72,                 1.1802,                0.91924,                 1.3093,                0.82733,                0.82242,                0.86024,                0.55748,                 1.2603,                 1.1825,                 1.2446,              0.0010725,              0.0010725,              0.0010725
                     73,                 1.1472,                0.93051,                 1.3035,                0.78314,                0.82292,                0.87727,                0.55225,                 1.2907,                 1.5717,                 1.2539,               0.001072,               0.001072,               0.001072
                     74,                 1.1243,                0.87652,                 1.2686,                0.76378,                0.83409,                0.86702,                0.55832,                 1.2312,                 1.4244,                 1.2162,              0.0010714,              0.0010714,              0.0010714
                     75,                 1.1319,                0.90514,                 1.3086,                 0.7849,                0.82161,                0.85836,                0.57536,                 1.1724,                 1.2818,                 1.2008,              0.0010709,              0.0010709,              0.0010709
                     76,                 1.1297,                0.86634,                 1.2948,                0.80505,                  0.865,                0.86103,                0.59944,                 1.1113,                  1.337,                 1.1738,              0.0010703,              0.0010703,              0.0010703
                     77,                 1.0997,                0.87441,                 1.2771,                0.84162,                0.84214,                 0.8761,                0.60281,                 1.1015,                 1.1508,                 1.1699,              0.0010698,              0.0010698,              0.0010698
                     78,                 1.0972,                 0.8616,                 1.2546,                 0.8514,                0.87143,                0.89406,                0.60914,                 1.0881,                 1.2164,                 1.1709,              0.0010692,              0.0010692,              0.0010692
                     79,                 1.1025,                0.83132,                  1.274,                0.83035,                 0.8852,                0.89277,                0.59842,                 1.0881,                  1.288,                 1.1605,              0.0010687,              0.0010687,              0.0010687
                     80,                 1.0703,                0.85678,                 1.2322,                0.79487,                0.84731,                0.88573,                0.57581,                 1.1738,                  1.238,                 1.2034,              0.0010681,              0.0010681,              0.0010681
                     81,                 1.1089,                0.82153,                 1.2488,                0.81296,                0.86753,                0.88317,                0.57214,                 1.1905,                 1.2502,                 1.2053,              0.0010676,              0.0010676,              0.0010676
                     82,                 1.1063,                0.84476,                 1.2658,                0.81005,                0.82871,                0.86643,                0.57972,                 1.1832,                 1.3225,                  1.202,               0.001067,               0.001067,               0.001067
                     83,                 1.1047,                0.88475,                 1.2492,                0.81531,                0.81791,                0.88124,                0.60368,                 1.1052,                 1.0992,                  1.151,              0.0010665,              0.0010665,              0.0010665
                     84,                  1.028,                0.79908,                 1.2029,                0.72719,                0.78318,                 0.8346,                0.59505,                 1.1169,                 1.1506,                 1.1491,              0.0010659,              0.0010659,              0.0010659
                     85,                 1.0691,                0.83462,                 1.2532,                0.78208,                0.81393,                0.86179,                0.59596,                 1.0968,                 1.0897,                 1.1279,              0.0010654,              0.0010654,              0.0010654
                     86,                 1.0338,                 0.8309,                 1.2347,                0.79149,                0.83831,                0.86518,                 0.6118,                 1.0338,                  1.019,                 1.1102,              0.0010648,              0.0010648,              0.0010648
                     87,                 1.0319,                0.85674,                 1.2152,                0.72908,                0.91723,                0.86282,                0.60547,                 1.0248,                 1.0662,                 1.1128,              0.0010643,              0.0010643,              0.0010643
                     88,                 1.0241,                0.83107,                 1.2098,                0.85675,                0.82741,                0.86127,                0.60284,                0.99925,                 1.1253,                 1.0941,              0.0010637,              0.0010637,              0.0010637
                     89,                 1.0034,                0.78585,                 1.2036,                0.87427,                0.86793,                0.90092,                 0.6206,                 1.0046,                 1.0631,                 1.1142,              0.0010632,              0.0010632,              0.0010632
                     90,                 1.0216,                0.78961,                 1.2229,                0.85361,                0.83795,                0.86949,                0.61135,                 1.0174,                 1.0149,                 1.1154,              0.0010626,              0.0010626,              0.0010626
                     91,                 1.0096,                0.77674,                 1.1907,                0.81569,                0.84972,                0.86476,                0.61093,                 1.0032,                 1.0533,                 1.1067,              0.0010621,              0.0010621,              0.0010621
                     92,                0.98735,                0.76348,                 1.1787,                0.83736,                0.86375,                0.86537,                0.61391,                 1.0111,                 1.1482,                 1.0998,              0.0010615,              0.0010615,              0.0010615
                     93,                  1.041,                0.76051,                 1.2194,                0.82278,                0.87143,                0.88828,                0.63669,                0.99919,                 1.1273,                 1.0859,               0.001061,               0.001061,               0.001061
                     94,                 1.0069,                  0.808,                 1.2211,                0.80048,                0.86797,                0.88387,                0.59984,                 1.0537,                 1.1019,                 1.1304,              0.0010604,              0.0010604,              0.0010604
                     95,                 1.0185,                0.77343,                  1.214,                0.80678,                0.88571,                0.85745,                0.58851,                 1.0548,                 1.0258,                 1.1427,              0.0010599,              0.0010599,              0.0010599
                     96,                  1.014,                0.76413,                 1.2156,                0.82185,                0.86298,                0.86774,                0.61263,                 1.0414,                 1.0412,                 1.1458,              0.0010593,              0.0010593,              0.0010593
                     97,                 1.0214,                0.76954,                  1.204,                0.88062,                0.86114,                0.89601,                0.61195,                 1.0983,                0.96081,                 1.1761,              0.0010588,              0.0010588,              0.0010588
                     98,                0.98208,                0.74528,                 1.1784,                0.86065,                0.90832,                0.90264,                0.62531,                 1.0281,                0.96706,                 1.1201,              0.0010582,              0.0010582,              0.0010582
                     99,                0.97369,                0.74561,                 1.2103,                0.87094,                0.86467,                0.88712,                0.62892,                 1.0309,                0.92751,                  1.128,              0.0010577,              0.0010577,              0.0010577
                    100,                0.92392,                0.74546,                 1.1893,                0.89609,                0.82962,                0.88593,                0.62427,                 1.1246,                0.90231,                 1.2103,              0.0010571,              0.0010571,              0.0010571
                    101,                0.97731,                0.77817,                 1.1915,                0.83296,                0.87143,                0.87394,                0.63601,                 1.0371,                 1.0017,                 1.1118,              0.0010566,              0.0010566,              0.0010566
                    102,                0.97154,                0.73259,                 1.1798,                0.81791,                0.88421,                0.86087,                 0.6204,                  1.043,                 1.0321,                 1.1119,               0.001056,               0.001056,               0.001056
                    103,                 0.9483,                0.73742,                 1.1799,                0.80808,                0.89265,                0.88728,                 0.6345,                 1.0194,                0.99809,                  1.111,              0.0010555,              0.0010555,              0.0010555
                    104,                0.94807,                0.72554,                 1.1625,                0.84356,                0.87946,                0.87377,                0.62997,                 1.0316,                0.94637,                 1.1128,              0.0010549,              0.0010549,              0.0010549
                    105,                0.97653,                 0.7405,                 1.1958,                0.88737,                0.87661,                0.87831,                0.63777,                 1.0224,                0.89468,                 1.1054,              0.0010544,              0.0010544,              0.0010544
                    106,                0.95922,                0.70757,                 1.1656,                0.89376,                0.86377,                0.88812,                0.62914,                0.98337,                0.87564,                 1.0782,              0.0010538,              0.0010538,              0.0010538
                    107,                0.93831,                0.71284,                 1.1549,                0.88127,                0.88789,                0.90968,                0.62057,                 1.0167,                0.90271,                 1.0994,              0.0010533,              0.0010533,              0.0010533
                    108,                 0.9691,                0.75211,                 1.1997,                0.90706,                0.87662,                0.90723,                0.62783,                  1.019,                 0.8863,                    1.1,              0.0010527,              0.0010527,              0.0010527
                    109,                0.92978,                0.71073,                 1.1666,                0.86741,                0.88417,                0.91205,                 0.6333,                  0.996,                0.89784,                 1.0886,              0.0010522,              0.0010522,              0.0010522
                    110,                0.90346,                  0.686,                 1.1439,                0.84387,                0.94268,                0.91184,                0.61892,                 1.1134,                0.90956,                 1.1627,              0.0010516,              0.0010516,              0.0010516
                    111,                0.92182,                0.70715,                 1.1624,                0.86007,                  0.934,                0.91928,                0.63927,                 1.0677,                0.90238,                 1.1298,              0.0010511,              0.0010511,              0.0010511
                    112,                 0.9422,                0.67925,                 1.1788,                0.90099,                 0.8827,                0.91596,                0.63807,                 1.0228,                0.81165,                 1.1109,              0.0010505,              0.0010505,              0.0010505
                    113,                0.93862,                  0.733,                 1.1732,                0.89044,                 0.8997,                0.92736,                0.66217,                0.98846,                0.77541,                 1.0905,                0.00105,                0.00105,                0.00105
                    114,                0.91057,                0.69416,                 1.1478,                0.89498,                0.90753,                0.92988,                0.66697,                0.94149,                0.80662,                 1.0553,              0.0010494,              0.0010494,              0.0010494
                    115,                0.91028,                0.66142,                 1.1382,                 0.8876,                0.91429,                0.92894,                0.66974,                0.92958,                0.84163,                 1.0586,              0.0010489,              0.0010489,              0.0010489
                    116,                0.92239,                0.65886,                 1.1603,                  0.885,                 0.9138,                0.93947,                0.67249,                0.95334,                0.84216,                 1.0647,              0.0010483,              0.0010483,              0.0010483
                    117,                0.92332,                0.65477,                 1.1335,                0.90136,                0.90726,                0.94414,                0.68185,                0.94833,                0.95218,                 1.0581,              0.0010478,              0.0010478,              0.0010478
                    118,                0.87128,                0.65242,                 1.1241,                0.90136,                0.90726,                0.94414,                0.68185,                0.94833,                0.95218,                 1.0581,              0.0010472,              0.0010472,              0.0010472
                    119,                0.93635,                0.68862,                 1.1502,                0.88624,                0.92857,                0.94236,                0.67688,                0.97275,                0.90535,                 1.0612,              0.0010467,              0.0010467,              0.0010467
                    120,                0.93023,                0.68965,                 1.1535,                0.90376,                0.90224,                0.94026,                0.67828,                0.98471,                0.92805,                 1.0708,              0.0010461,              0.0010461,              0.0010461
                    121,                0.97782,                0.70848,                 1.1786,                0.89457,                 0.9145,                0.94127,                0.66576,                 0.9769,                0.99443,                 1.0759,              0.0010456,              0.0010456,              0.0010456
                    122,                 1.0046,                0.74686,                 1.1598,                0.84891,                0.93663,                 0.9369,                0.65548,                0.97939,                0.95884,                 1.0873,               0.001045,               0.001045,               0.001045
                    123,                 1.0241,                0.75993,                 1.2052,                0.83317,                0.88396,                 0.9314,                 0.6483,                 1.0014,                0.96272,                 1.1011,              0.0010445,              0.0010445,              0.0010445
                    124,                0.99995,                0.75823,                 1.1901,                0.81605,                0.90665,                0.92466,                0.63487,                 1.0202,                0.97151,                 1.1218,              0.0010439,              0.0010439,              0.0010439
                    125,                 1.0425,                0.78541,                 1.2511,                0.83997,                0.86969,                0.92263,                0.61938,                 1.0577,                0.92535,                 1.1554,              0.0010434,              0.0010434,              0.0010434
                    126,                 1.0542,                0.81163,                 1.2299,                 0.8534,                0.83904,                0.91589,                 0.6031,                 1.0805,                 0.9464,                 1.1713,              0.0010428,              0.0010428,              0.0010428
                    127,                 1.0327,                 0.7971,                 1.2583,                0.83793,                  0.891,                0.92158,                0.62326,                  1.106,                0.95818,                 1.1684,              0.0010423,              0.0010423,              0.0010423
                    128,                 1.0337,                0.73999,                 1.2056,                0.87616,                0.87272,                0.92221,                0.60879,                 1.1226,                  1.005,                 1.1678,              0.0010417,              0.0010417,              0.0010417
                    129,                  1.018,                0.79406,                 1.1966,                0.78768,                0.84815,                0.91934,                0.56072,                 1.2554,                  1.226,                 1.2321,              0.0010412,              0.0010412,              0.0010412
                    130,                 1.0696,                0.81397,                 1.2598,                 0.7634,                0.87116,                0.91082,                 0.5505,                 1.2593,                 1.2497,                 1.2309,              0.0010406,              0.0010406,              0.0010406
                    131,                  1.074,                 0.8445,                 1.2351,                0.70567,                0.82857,                0.86402,                0.52278,                 1.2943,                 1.1653,                 1.2604,              0.0010401,              0.0010401,              0.0010401
                    132,                 1.0552,                0.80489,                  1.224,                0.61145,                0.83371,                0.81955,                0.49475,                 1.3485,                 1.0655,                 1.3166,              0.0010395,              0.0010395,              0.0010395
                    133,                 1.0365,                0.78704,                 1.2072,                0.68795,                0.87647,                0.87819,                0.55333,                 1.1812,                0.93634,                 1.2104,               0.001039,               0.001039,               0.001039
                    134,                 1.0271,                0.73789,                 1.1708,                0.70593,                 0.8916,                0.83394,                0.54429,                 1.1794,                0.98317,                 1.2149,              0.0010384,              0.0010384,              0.0010384
                    135,                 1.0424,                0.79197,                 1.2446,                0.68885,                0.87118,                0.80849,                0.51291,                 1.2386,                  1.046,                 1.2639,              0.0010379,              0.0010379,              0.0010379
                    136,                 1.0641,                0.78248,                 1.2408,                0.68257,                0.83745,                0.79399,                0.49774,                 1.2599,                  1.052,                 1.2752,              0.0010373,              0.0010373,              0.0010373
                    137,                 1.0815,                0.81278,                 1.2611,                0.63431,                0.84068,                0.78817,                0.49144,                 1.2399,                 1.0679,                 1.2657,              0.0010368,              0.0010368,              0.0010368
                    138,                 1.0078,                  0.765,                  1.208,                0.70683,                0.85885,                0.83348,                0.53305,                 1.2187,                0.98741,                 1.2267,              0.0010362,              0.0010362,              0.0010362
                    139,                 1.0333,                0.77596,                 1.2094,                0.78924,                0.81796,                0.83154,                0.53388,                  1.207,                0.95009,                 1.2135,              0.0010357,              0.0010357,              0.0010357
                    140,                 1.0257,                0.78043,                 1.2002,                0.75802,                0.84493,                0.81087,                0.50805,                 1.2695,                 1.0033,                 1.2663,              0.0010351,              0.0010351,              0.0010351
                    141,                0.99713,                  0.752,                 1.2002,                0.81645,                0.87757,                0.82819,                0.52961,                 1.2305,                 1.0428,                 1.2392,              0.0010346,              0.0010346,              0.0010346
                    142,                 1.0273,                0.79111,                 1.2223,                0.74975,                0.85714,                0.83891,                0.53158,                 1.2708,                 1.1118,                 1.2693,               0.001034,               0.001034,               0.001034
                    143,                 1.0361,                 0.7838,                 1.1974,                0.72933,                0.85559,                0.85604,                0.55002,                 1.2758,                 1.1481,                 1.2741,              0.0010335,              0.0010335,              0.0010335
                    144,                 1.0247,                0.81102,                 1.2354,                0.75067,                0.83708,                0.87028,                0.55491,                 1.2683,                  1.035,                 1.2776,              0.0010329,              0.0010329,              0.0010329
                    145,                0.97931,                0.80392,                 1.1715,                0.73673,                0.86818,                0.85922,                 0.5254,                 1.2976,                 1.0262,                 1.2899,              0.0010324,              0.0010324,              0.0010324
                    146,                 0.9975,                0.78829,                  1.196,                0.69993,                0.73748,                0.76028,                0.45713,                 1.5526,                 1.0219,                 1.4911,              0.0010318,              0.0010318,              0.0010318
                    147,                0.98469,                0.76686,                 1.1703,                 0.7587,                0.73777,                0.79832,                0.48841,                 1.4159,                 1.0478,                 1.3957,              0.0010313,              0.0010313,              0.0010313
                    148,                0.97208,                0.75781,                 1.1746,                0.75054,                0.72821,                0.80379,                0.49921,                  1.403,                 1.0134,                 1.3828,              0.0010307,              0.0010307,              0.0010307
                    149,                0.98285,                0.78889,                 1.2202,                0.67097,                 0.6863,                0.70924,                0.45391,                 1.5342,                 1.0258,                 1.5074,              0.0010302,              0.0010302,              0.0010302
                    150,                 0.9619,                0.73499,                  1.173,                0.78284,                0.81233,                 0.8698,                 0.5725,                 1.2401,                0.96276,                 1.2496,              0.0010296,              0.0010296,              0.0010296
                    151,                0.96352,                0.75857,                 1.1809,                0.80481,                0.82189,                0.87242,                0.53591,                 1.3285,                0.97888,                 1.3128,              0.0010291,              0.0010291,              0.0010291
                    152,                0.94669,                 0.7425,                 1.1965,                0.71906,                 0.7675,                0.82042,                0.52072,                 1.4033,                 1.0119,                 1.3885,              0.0010285,              0.0010285,              0.0010285
                    153,                0.92919,                0.72893,                 1.1481,                0.85954,                0.87755,                  0.938,                0.67128,                 1.0253,                0.86759,                 1.1173,               0.001028,               0.001028,               0.001028
