                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.94326,                0.72861,                 1.1921,                0.90764,                0.85853,                0.90324,                0.64113,                0.87762,                0.99919,                 1.0141,             0.00025309,             0.00025309,             0.00025309
                     81,                 0.9658,                0.72298,                 1.1862,                 0.8648,                0.86223,                0.90316,                0.64666,                0.87882,                0.99745,                 1.0201,             0.00024209,             0.00024209,             0.00024209
                     82,                0.96271,                0.72696,                 1.2008,                0.87443,                0.86912,                0.90872,                0.65583,                0.87789,                 1.0415,                  1.025,             0.00023109,             0.00023109,             0.00023109
                     83,                0.94672,                0.77066,                 1.1863,                0.88196,                0.86459,                0.90781,                0.65729,                0.87203,                0.95139,                 1.0259,             0.00022009,             0.00022009,             0.00022009
                     84,                0.91198,                0.69836,                 1.1571,                0.91831,                0.89522,                 0.9281,                0.65107,                0.87322,                0.99152,                 1.0242,             0.00020909,             0.00020909,             0.00020909
                     85,                 0.9291,                0.72433,                 1.1774,                0.91082,                    0.9,                0.93208,                0.65772,                0.89599,                0.95833,                 1.0371,             0.00019809,             0.00019809,             0.00019809
                     86,                0.91323,                0.71078,                 1.1819,                0.91429,                    0.9,                0.93266,                0.66513,                 0.9073,                0.93111,                 1.0412,             0.00018709,             0.00018709,             0.00018709
                     87,                 0.8921,                0.73201,                 1.1521,                0.91545,                0.90935,                 0.9377,                0.66869,                0.89746,                0.97693,                 1.0383,             0.00017609,             0.00017609,             0.00017609
                     88,                0.90336,                 0.7095,                 1.1606,                0.91175,                0.90997,                0.93845,                0.67217,                0.88505,                 1.0408,                 1.0322,             0.00016509,             0.00016509,             0.00016509
                     89,                0.89976,                 0.6854,                 1.1542,                0.89602,                0.90269,                0.93435,                0.67771,                0.88274,                0.96334,                 1.0312,              0.0001541,              0.0001541,              0.0001541
                     90,                0.91732,                0.68046,                 1.1796,                0.88051,                    0.9,                0.92918,                0.67837,                0.87764,                0.91275,                 1.0296,              0.0001431,              0.0001431,              0.0001431
                     91,                0.97404,                0.74432,                  1.149,                0.86574,                0.90518,                0.92742,                0.67035,                0.87984,                0.83038,                 1.0261,              0.0001321,              0.0001321,              0.0001321
                     92,                0.91591,                0.69019,                 1.1093,                 0.8556,                0.88571,                0.91476,                  0.679,                0.88134,                0.75716,                 1.0221,              0.0001211,              0.0001211,              0.0001211
                     93,                0.93592,                0.68871,                 1.1731,                0.87919,                0.86917,                0.91301,                0.67975,                0.87657,                0.73565,                 1.0169,              0.0001101,              0.0001101,              0.0001101
                     94,                 0.9111,                0.67756,                 1.1381,                0.88809,                0.86878,                0.91519,                0.68781,                0.86338,                0.70868,                 1.0095,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.92316,                0.67514,                 1.1411,                0.89027,                0.86559,                0.91014,                0.68654,                0.85331,                0.71059,                 1.0012,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.93322,                0.67477,                 1.1403,                0.89102,                0.88685,                 0.9196,                0.69887,                0.84478,                0.70604,                0.99346,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.91833,                0.66115,                 1.1204,                0.89286,                0.87084,                0.91511,                0.69912,                0.83938,                0.70525,                0.99271,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.90853,                0.65416,                 1.1305,                0.88629,                0.87305,                0.91458,                0.69558,                0.83727,                0.69888,                0.99083,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.91625,                0.65714,                 1.1428,                0.90488,                0.88637,                0.93081,                 0.6885,                0.83815,                 0.6949,                0.99091,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.90981,                0.65462,                  1.136,                0.91599,                 0.8841,                0.93244,                0.69011,                0.84419,                0.72242,                0.99403,             3.3108e-05,             3.3108e-05,             3.3108e-05
