                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.2975,                 1.2714,                 1.3073,                0.63574,                0.75714,                0.71143,                0.46994,                 1.3593,                  1.472,                 1.2557,              0.0011055,              0.0011055,              0.0011055
                     13,                 1.3889,                  1.271,                 1.3663,                0.59563,                0.78571,                0.73815,                 0.4912,                 1.2866,                 1.4083,                 1.2521,               0.001105,               0.001105,               0.001105
                     14,                 1.4042,                 1.2866,                 1.3577,                0.49852,                0.69105,                0.62043,                0.36387,                 1.3583,                 1.4881,                 1.2845,              0.0011044,              0.0011044,              0.0011044
                     15,                 1.4421,                 1.2305,                 1.3395,                0.50568,                0.80203,                0.68194,                0.36346,                 1.4139,                 1.3931,                  1.351,              0.0011039,              0.0011039,              0.0011039
                     16,                 1.3541,                 1.1543,                 1.3607,                0.64454,                0.85121,                0.76732,                0.44096,                 1.4087,                 1.1783,                 1.3517,              0.0011033,              0.0011033,              0.0011033
                     17,                 1.3899,                 1.2275,                 1.3783,                0.67771,                0.78225,                0.77481,                0.45403,                 1.3592,                 1.3042,                 1.3544,              0.0011028,              0.0011028,              0.0011028
                     18,                 1.3847,                 1.1307,                 1.3215,                0.63012,                0.84229,                0.76005,                0.44793,                 1.3477,                 1.3288,                 1.3179,              0.0011022,              0.0011022,              0.0011022
                     19,                 1.4435,                 1.1853,                 1.3736,                0.61071,                    0.8,                0.70719,                0.41546,                 1.4644,                 1.3559,                 1.3913,              0.0011017,              0.0011017,              0.0011017
                     20,                 1.4216,                 1.1676,                 1.3673,                0.61023,                0.78529,                 0.6902,                0.38551,                 1.5174,                 1.4184,                 1.4401,              0.0011011,              0.0011011,              0.0011011
                     21,                 1.4084,                  1.156,                 1.3075,                0.69475,                0.72229,                0.73722,                0.42794,                 1.3788,                 1.2905,                 1.3484,              0.0011006,              0.0011006,              0.0011006
                     22,                 1.4112,                 1.1439,                 1.3636,                0.66224,                 0.8359,                 0.7836,                0.42869,                 1.4316,                 1.4715,                 1.3739,                 0.0011,                 0.0011,                 0.0011
                     23,                 1.3432,                 1.0677,                 1.3048,                0.69093,                 0.6736,                0.72407,                0.42156,                 1.4541,                 1.2654,                 1.3424,              0.0010995,              0.0010995,              0.0010995
                     24,                 1.3676,                 1.0749,                 1.3298,                0.55917,                0.82378,                0.71826,                0.42998,                  1.372,                 1.1742,                 1.2807,              0.0010989,              0.0010989,              0.0010989
                     25,                 1.3173,                 1.0489,                 1.3153,                0.66281,                0.77143,                0.74309,                0.43946,                 1.2941,                 1.0576,                 1.2534,              0.0010984,              0.0010984,              0.0010984
                     26,                  1.412,                 1.1517,                 1.3821,                 0.6495,                0.78956,                0.74649,                0.46174,                 1.3378,                   1.06,                 1.2874,              0.0010978,              0.0010978,              0.0010978
                     27,                 1.3968,                 1.0881,                 1.3438,                0.72165,                0.80644,                0.79931,                0.47631,                 1.3907,                 1.0572,                 1.3007,              0.0010973,              0.0010973,              0.0010973
                     28,                 1.4559,                 1.1155,                 1.3624,                0.72051,                0.75614,                0.76906,                0.47708,                 1.3458,                 1.1092,                 1.2892,              0.0010967,              0.0010967,              0.0010967
                     29,                 1.3577,                 1.1187,                  1.342,                0.69427,                 0.7525,                0.78122,                0.46208,                 1.3222,                 1.1366,                  1.254,              0.0010962,              0.0010962,              0.0010962
                     30,                 1.3605,                 1.0428,                 1.3105,                0.81001,                0.71976,                0.78748,                  0.464,                 1.3007,                 1.1403,                 1.2393,              0.0010956,              0.0010956,              0.0010956
                     31,                 1.3331,                  1.059,                 1.3102,                0.61797,                0.77143,                0.73562,                0.46735,                 1.2867,                 1.0961,                 1.2349,              0.0010951,              0.0010951,              0.0010951
                     32,                 1.2771,                 1.0432,                 1.2835,                0.60589,                0.82857,                0.71667,                0.46177,                 1.2658,                  1.096,                 1.2216,              0.0010945,              0.0010945,              0.0010945
                     33,                 1.3602,                 1.0998,                 1.3262,                0.64774,                0.66424,                0.72426,                0.46706,                  1.274,                 1.0754,                 1.2219,               0.001094,               0.001094,               0.001094
                     34,                 1.3659,                 1.0755,                 1.3102,                0.64577,                0.67305,                0.72947,                   0.48,                 1.2659,                 1.0311,                   1.22,              0.0010934,              0.0010934,              0.0010934
                     35,                 1.3161,                 1.0444,                 1.3015,                0.64252,                0.78571,                0.75068,                0.49756,                 1.2644,                 1.0259,                 1.2394,              0.0010929,              0.0010929,              0.0010929
                     36,                 1.3146,                 1.0931,                 1.3389,                0.65715,                0.74626,                0.75495,                0.48731,                 1.2953,                 1.0378,                 1.2724,              0.0010923,              0.0010923,              0.0010923
                     37,                 1.3562,                 1.0953,                 1.3268,                0.75174,                0.77143,                0.76617,                0.47829,                 1.2804,                 1.0234,                 1.2645,              0.0010918,              0.0010918,              0.0010918
                     38,                 1.3372,                 1.0408,                 1.3031,                0.79745,                0.77122,                0.80343,                0.48303,                 1.2888,                 1.0303,                 1.2812,              0.0010912,              0.0010912,              0.0010912
                     39,                 1.2998,                 1.0378,                 1.3441,                0.74153,                0.79493,                0.79163,                0.49156,                 1.2308,                 1.0371,                 1.2412,              0.0010907,              0.0010907,              0.0010907
                     40,                 1.2566,                 1.0262,                 1.3132,                0.69872,                0.84286,                0.78178,                0.47649,                 1.2159,                 1.0054,                 1.2395,              0.0010901,              0.0010901,              0.0010901
                     41,                 1.2747,                  1.023,                 1.3055,                0.77437,                0.73977,                0.75057,                0.46582,                 1.2265,                0.97873,                  1.233,              0.0010896,              0.0010896,              0.0010896
                     42,                 1.3034,                 1.0276,                 1.3155,                0.87693,                0.74234,                0.76141,                0.46127,                 1.2594,                0.99112,                 1.2323,               0.001089,               0.001089,               0.001089
                     43,                 1.3087,                 1.0431,                 1.3085,                0.71365,                0.75623,                0.75915,                0.45134,                 1.3372,                 1.0187,                 1.2817,              0.0010885,              0.0010885,              0.0010885
                     44,                 1.3272,                 1.0286,                 1.3009,                0.76016,                0.75714,                0.80468,                0.44769,                 1.3902,                 1.0248,                 1.3171,              0.0010879,              0.0010879,              0.0010879
                     45,                 1.3134,                 1.0408,                  1.289,                0.73852,                0.80845,                  0.787,                0.46426,                 1.4133,                 1.0025,                 1.3385,              0.0010874,              0.0010874,              0.0010874
                     46,                 1.2857,                  1.033,                 1.3035,                0.74148,                    0.8,                0.76368,                0.45337,                 1.4491,                 1.0071,                 1.3397,              0.0010868,              0.0010868,              0.0010868
                     47,                  1.334,                 1.0718,                 1.3051,                0.73281,                0.82857,                0.77387,                0.47622,                 1.4206,                 1.0473,                 1.3332,              0.0010863,              0.0010863,              0.0010863
                     48,                 1.2983,                 1.0373,                 1.2898,                0.74521,                0.81429,                0.75902,                0.47134,                 1.3701,                 1.0988,                  1.308,              0.0010857,              0.0010857,              0.0010857
                     49,                 1.2909,                 1.0217,                 1.2988,                0.71829,                0.77143,                0.77086,                0.47287,                 1.3523,                 1.0661,                 1.3031,              0.0010852,              0.0010852,              0.0010852
                     50,                 1.2867,                 1.0095,                 1.2856,                0.77477,                0.79356,                 0.7995,                0.50028,                  1.295,                 1.0151,                 1.2792,              0.0010846,              0.0010846,              0.0010846
                     51,                 1.2403,                0.97783,                 1.2766,                0.69701,                0.80945,                0.79533,                0.51038,                 1.2433,                0.99318,                 1.2357,              0.0010841,              0.0010841,              0.0010841
                     52,                 1.2865,                  1.009,                 1.3179,                0.68564,                0.86894,                0.79133,                0.49448,                 1.2793,                  1.041,                 1.2559,              0.0010835,              0.0010835,              0.0010835
                     53,                 1.2863,                0.97119,                 1.2611,                0.66989,                0.77907,                0.71254,                0.45212,                  1.349,                 1.1029,                  1.325,               0.001083,               0.001083,               0.001083
                     54,                 1.3909,                0.98329,                 1.2861,                0.66771,                0.68957,                0.69912,                0.44557,                 1.3511,                 1.1527,                  1.335,              0.0010824,              0.0010824,              0.0010824
                     55,                 1.3212,                0.96939,                 1.2764,                0.69498,                0.73713,                0.73698,                0.46399,                 1.3696,                 1.1161,                 1.3325,              0.0010819,              0.0010819,              0.0010819
                     56,                 1.2973,                0.95497,                 1.2643,                 0.7273,                0.83713,                0.80691,                0.50991,                 1.3311,                 1.0116,                 1.2862,              0.0010813,              0.0010813,              0.0010813
